Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
GOOG,https://www.tradingview.com/chart/?symbol=GOOG,Alphabet Inc.,Communication Services,368.19,4492865568768,21.8,82.0,21.02,-6.33,39.5,362.16,308.71,True,True,True,HIGH CONVICTION DIP BUY,True,61.56,POSITIVE,5,"SpaceX rockets past Amazon, eyes Microsoft in sprint toward $3 trillion | Nvidia joins the AI funding wave as it plans a $20B bond sale: A closer look | Elon Musk could lose nearly $1 trillion and still be the world's richest person",28.08,25.43,27921750016.0,20.026,38.88,37.92,93.62,BUY SIGNAL
ALGN,https://www.tradingview.com/chart/?symbol=ALGN,"Align Technology, Inc.",Healthcare,180.74,12944261120,6.2,23.9,6.66,12.59,63.29,173.52,159.61,True,True,True,BULLISH TREND,False,49.74,NEUTRAL,5,Align Technology (ALGN) Just Overtook the 50-Day Moving Average | Q1 Earnings Outperformers: Align Technology (NASDAQ:ALGN) And The Rest Of The Dental Equipment & Technology Stocks | A Look At Align Technology (ALGN) Valuation As Market Signals Send Mixed Messages,30.38,14.61,538981504.0,2.797,10.82,10.5,67.28,WATCHLIST
ECL,https://www.tradingview.com/chart/?symbol=ECL,Ecolab Inc.,Basic Materials,275.58,77558546432,10.0,7.8,1.17,10.73,66.31,261.08,269.57,True,True,False,BULLISH TREND,False,62.52,POSITIVE,5,Wells Fargo Sees Ecolab (ECL) Well Positioned to Navigate Commodity Cost Pressures | Ecolab (ECL) Stock After 50% Three Year Gain Is The Price Still Reasonable | Cintas Stock Bears Are Overlooking This Profit Engine,37.29,28.7,1586424960.0,92.369,22.43,12.8,67.2,WATCHLIST
AME,https://www.tradingview.com/chart/?symbol=AME,"AMETEK, Inc.",Industrials,233.44,53505150976,11.3,14.5,8.99,2.58,51.27,,,False,False,False,NO CLEAR ENTRY,False,52.02,NEUTRAL,5,"Top Research Reports for Pfizer, Altria & Newmont Corp. | How Is Rockwell Automation's Stock Performance Compared to Other Industrial Stocks? | How Is AMETEK's Stock Performance Compared to Other Industrial Stocks?",35.32,26.49,1385356544.0,22.489,14.63,20.11,67.06,WATCHLIST
STLD,https://www.tradingview.com/chart/?symbol=STLD,"Steel Dynamics, Inc.",Basic Materials,277.32,39993090048,19.1,93.1,59.62,18.17,71.95,233.46,181.43,True,True,True,WATCH - OVERBOUGHT,False,68.08,POSITIVE,5,Here's How Much You'd Have If You Invested $1000 in Steel Dynamics a Decade Ago | June 2026's Noteworthy Stocks Estimated Below Intrinsic Value | Why Steel Dynamics (STLD) Outpaced the Stock Market Today,29.72,15.48,-31788876.0,45.994,15.25,7.22,66.95,WATCHLIST
BEN,https://www.tradingview.com/chart/?symbol=BEN,"Franklin Resources, Inc.",Financial Services,33.145,17223372800,8.7,87.2,37.88,2.46,60.48,29.56,25.21,True,True,True,BULLISH TREND,False,55.2,NEUTRAL,5,"Asset Managers' May AUM Climbs: TROW, LAZ, BEN & IVZ in Focus | Custody Bank Stocks Q1 Earnings Review: Franklin Resources (NYSE:BEN) Shines | A Historically Cheap High Yield Dividend Aristocrat That Is a Screaming Buy for Passive Income Investors",25.3,11.12,-242137504.0,23.471,6.7,8.12,66.87,WATCHLIST
REG,https://www.tradingview.com/chart/?symbol=REG,Regency Centers Corporation,Real Estate,79.06,14779078656,10.0,17.2,3.12,4.93,54.52,77.85,72.39,True,True,True,BULLISH TREND,False,54.35,NEUTRAL,5,"Is Simon Property Stock Outperforming the S&P 500? | Here Are Friday’s Top Wall Street Analyst Research Calls: Best Buy, Cogent Communications, Dell Technologies, EPAM Systems, Federal Realty, Gap, Snowflake, Viper Energy, and More | Assessing Regency Centers (REG) Valuation After Recent Steady Performance And Modest Undervaluation Estimate",27.17,31.24,574623104.0,73.218,8.0,33.11,66.75,WATCHLIST
HAL,https://www.tradingview.com/chart/?symbol=HAL,Halliburton Company,Energy,37.28,31143626752,-0.3,133.5,9.6,-9.33,34.39,39.78,31.73,False,True,True,BUY THE DIP,False,59.34,NEUTRAL,5,"Halliburton (HAL) Stock After 70% One-Year Surge Is There Still Value Here | Patterson-UTI, ProFrac, and ProPetro Shares Are Falling, What You Need To Know | Select Water Solutions and Core Laboratories Shares Plummet, What You Need To Know",20.6,12.76,2027000064.0,74.651,14.63,6.95,66.6,WATCHLIST
MTB,https://www.tradingview.com/chart/?symbol=MTB,M&T Bank Corporation,Financial Services,227.86,33368971264,5.7,24.4,15.69,11.53,67.88,215.18,203.16,True,True,True,BULLISH TREND,False,66.29,POSITIVE,5,Q1 Earnings Highlights: M&T Bank (NYSE:MTB) Vs The Rest Of The Regional Banks Stocks | Is M&T Bank Stock Outperforming the S&P 500? | M&T Bank Corporation (MTB) Could Be a Great Choice,12.8,10.9,,,10.29,31.48,66.4,WATCHLIST
EQIX,https://www.tradingview.com/chart/?symbol=EQIX,"Equinix, Inc.",Real Estate,1100.25,108511330304,12.1,20.0,12.31,2.41,56.35,1066.6,881.61,True,True,True,BULLISH TREND,False,59.38,NEUTRAL,5,Is Equinix (EQIX) Stock Outpacing Its Finance Peers This Year? | How Is Weyerhaeuser's Stock Performance Compared to Other Real Estate Stocks? | Solid Results Lifted Equinix (EQIX) in Q1,75.98,57.24,2725125120.0,162.961,10.06,14.93,66.35,WATCHLIST
BKNG,https://www.tradingview.com/chart/?symbol=BKNG,Booking Holdings Inc.,Consumer Cyclical,176.11,136463843328,16.2,240.0,2.81,14.29,65.32,169.36,190.57,True,False,False,NO CLEAR ENTRY,False,52.96,NEUTRAL,5,Why Expedia (EXPE) Stock Is Up Today | Why Airbnb (ABNB) Stock Is Trading Up Today | Why Are Booking (BKNG) Shares Soaring Today,23.23,14.31,7075125248.0,,,22.23,66.34,WATCHLIST
HPE,https://www.tradingview.com/chart/?symbol=HPE,Hewlett Packard Enterprise Company,Technology,48.85,64687341568,40.0,,125.01,47.58,66.81,34.89,25.88,True,True,True,BULLISH TREND,False,60.52,POSITIVE,5,"Hewlett Packard and M-tron have been highlighted as Zacks Bull and Bear of the Day | Bull of the Day: Hewlett Packard (HPE) | HPE Stock Eyes Fourth Straight Monthly Win: Quantum Tie-Ups With INTC, RGTI Aren't Moving Retail's Needle",45.65,12.22,3836000000.0,84.03,6.31,4.01,66.29,WATCHLIST
IBKR,https://www.tradingview.com/chart/?symbol=IBKR,"Interactive Brokers Group, Inc.",Financial Services,93.62,158800330752,16.8,22.9,37.25,6.16,69.89,81.93,71.58,True,True,True,BULLISH TREND,False,62.27,POSITIVE,5,"FUTU Stock Down 24% in a Month: Should You Buy, Hold or Sell? | HOOD vs. IBKR: Growth Challenger or Established Leader? | Interactive Brokers Group, Inc. (IBKR) Exceeds Market Returns: Some Facts to Consider",40.18,32.54,,152.192,23.56,16.11,66.28,WATCHLIST
VRSN,https://www.tradingview.com/chart/?symbol=VRSN,"VeriSign, Inc.",Technology,275.78,25095979008,6.6,11.4,14.61,-5.61,27.27,282.7,257.39,False,True,True,BUY THE DIP,False,63.12,POSITIVE,5,"VeriSign Inc. (VRSN): Renaissance Technologies Admires This Company | What Are Wall Street Analysts' Target Price for VeriSign Stock? | The Bull Case For VeriSign (VRSN) Could Change Following Strong Q1, Higher Guidance And Dividend News - Learn Why",30.44,25.8,807275008.0,,,49.96,66.15,WATCHLIST
BKR,https://www.tradingview.com/chart/?symbol=BKR,Baker Hughes Company,Energy,61.945,61453692928,2.5,132.5,12.61,-4.12,38.06,64.29,54.62,False,True,True,NO CLEAR ENTRY,False,55.94,NEUTRAL,5,"Patterson-UTI, ProFrac, and ProPetro Shares Are Falling, What You Need To Know | Select Water Solutions and Core Laboratories Shares Plummet, What You Need To Know | Valaris, Transocean, and Helmerich & Payne Stocks Trade Down, What You Need To Know",19.79,22.26,3151249920.0,82.935,17.18,11.17,66.13,WATCHLIST
ICE,https://www.tradingview.com/chart/?symbol=ICE,"Intercontinental Exchange, Inc.",Financial Services,141.205,79853199360,20.4,79.7,-11.95,-8.18,31.28,,,False,False,False,NO CLEAR ENTRY,False,53.24,NEUTRAL,5,SpaceX Set to Overtake Amazon in Value as It Soars for Third Day | SpaceX Options Launch After $1.765 Trillion IPO Valuation | CME Group Adds Four E-mini Futures for Broad Market Exposure,20.58,16.03,3743124992.0,70.986,13.85,37.67,66.11,WATCHLIST
DGX,https://www.tradingview.com/chart/?symbol=DGX,Quest Diagnostics Incorporated,Healthcare,203.08,22480232448,9.2,15.5,2.53,8.83,66.2,194.96,188.34,True,True,True,BULLISH TREND,False,53.18,NEUTRAL,5,"Zacks Industry Outlook Highlights Quest Diagnostics, DaVita, LifeStance Health and Aveanna Healthcare | 4 Outpatient Home Health Stocks Benefiting From Industry Trends | How The Quest Diagnostics (DGX) Investment Story Is Evolving Without New Analyst Price Target Changes",22.42,17.4,947875008.0,82.737,14.54,9.08,66.1,WATCHLIST
MLM,https://www.tradingview.com/chart/?symbol=MLM,"Martin Marietta Materials, Inc.",Basic Materials,602.6075,36184109056,17.2,1220.8,3.1,8.02,59.96,590.1,616.6,True,False,False,NO CLEAR ENTRY,False,46.12,NEUTRAL,5,London Company Large Cap Strategy Added Martin Marietta Materials (MLM) Signals Industry Optimism | Martin Marietta Stock: Is MLM Underperforming the Basic Material Sector? | How Is Vulcan Materials' Stock Performance Compared to Other Building & Construction Stocks?,37.76,26.3,841750016.0,50.35,9.47,39.91,66.09,WATCHLIST
RCL,https://www.tradingview.com/chart/?symbol=RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,315.6601,84658454528,11.3,28.9,12.99,21.9,67.87,272.34,287.92,True,True,False,BULLISH TREND,False,58.82,NEUTRAL,5,"Royal Caribbean (RCL) Opens Seward Terminal As Alaska Push Meets Health Questions | Royal Caribbean Cruises (RCL) Stock Could Be 20% Undervalued Despite A 5.6% Overvalued Narrative | Company News for Jun 16, 2026",19.25,15.77,-194875008.0,217.312,49.58,24.36,66.01,WATCHLIST
EMR,https://www.tradingview.com/chart/?symbol=EMR,Emerson Electric Co.,Industrials,150.81,84468678656,2.9,27.9,13.77,9.82,63.13,139.86,136.92,True,True,True,BULLISH TREND,False,63.57,POSITIVE,5,"Is It Worth Investing in Emerson Electric (EMR) Based on Wall Street's Bullish Views? | Here Are Tuesday’s Best Wall Street Analyst Research Calls: Dynatrace, Emerson Electric, Exxon Mobil, Flutter Entertainment, Genuine Parts, nVent Electric, Palantir Technologies, Roku, and More | Emerson Electric (EMR) Outpaces Stock Market Gains: What You Should Know",34.91,21.04,3272250112.0,69.182,12.33,13.35,65.94,WATCHLIST
UDR,https://www.tradingview.com/chart/?symbol=UDR,"UDR, Inc.",Real Estate,38.67,14327839744,4.2,151.6,9.89,3.56,54.8,36.67,35.87,True,True,True,BULLISH TREND,False,54.5,NEUTRAL,5,UDR Stock Gains 9% in Three Months: Will the Uptrend Continue? | How The Story Around UDR (UDR) Is Shifting With Recalibrated Multifamily Expectations | Here’s Why UDR is Among the 10 Best Residential REITs to Buy in 2026,26.31,69.05,1007130496.0,142.368,12.35,27.78,65.86,WATCHLIST
RF,https://www.tradingview.com/chart/?symbol=RF,Regions Financial Corporation,Financial Services,29.045,24786407424,7.3,21.6,15.76,9.41,61.98,27.67,26.53,True,True,True,BULLISH TREND,False,56.54,NEUTRAL,5,Regions Financial (RF) Stock Valuation After Q1 Earnings Beat Expectations On Resilience Despite Revenue Miss | Q1 Rundown: Regions Financial (NYSE:RF) Vs Other Regional Banks Stocks | 3 S&P 500 Stocks We’re Skeptical Of,12.05,10.18,,,11.89,31.0,65.62,WATCHLIST
LVS,https://www.tradingview.com/chart/?symbol=LVS,Las Vegas Sands Corp.,Consumer Cyclical,49.495,32797233152,25.3,73.0,-7.29,-2.28,48.87,52.5,56.39,False,False,False,NO CLEAR ENTRY,False,56.47,NEUTRAL,5,Is Las Vegas Sands Stock Outperforming the S&P 500? | Why The Narrative Around Las Vegas Sands (LVS) Is Shifting Without A New Price Target | Why Las Vegas Sands (LVS) is a Top Value Stock for the Long-Term,18.26,13.47,1622625024.0,981.405,90.45,13.41,65.62,WATCHLIST
PG,https://www.tradingview.com/chart/?symbol=PG,The Procter & Gamble Company,Consumer Defensive,152.52,355157934080,7.4,5.8,1.02,6.87,66.18,144.55,147.41,True,True,False,BULLISH TREND,False,54.36,NEUTRAL,5,"The Retiree Who Chose $65,000 Instead of $120,000 and Ended Up Richer | 64 Years of Raises: How DGRO Finds Companies That Never Cut Dividends | This $1.7 Million Portfolio Pays More Than a Member of Congress",22.27,21.49,12733750272.0,67.651,31.11,19.16,65.5,WATCHLIST
AXP,https://www.tradingview.com/chart/?symbol=AXP,American Express Company,Financial Services,340.63,232420868096,11.6,17.6,14.59,8.89,69.78,317.09,336.04,True,True,False,BULLISH TREND,False,62.53,POSITIVE,5,"Amex Business Platinum vs. Amex Personal Platinum: Is one better than the other? | JPMorgan, Google Records Sought in Probe Into Epstein’s New Mexico Ranch | TRIP Stock Gains Premarket As Analysts Raise Tripadvisor Targets – See Value Creation From TheFork Deal",21.25,16.9,,177.847,34.42,16.3,65.4,WATCHLIST
MAS,https://www.tradingview.com/chart/?symbol=MAS,Masco Corporation,Industrials,74.83,15095787520,6.5,20.0,21.08,10.15,70.87,68.54,66.99,True,True,True,WATCH - OVERBOUGHT,False,51.76,NEUTRAL,5,Masco Stock Climbs 19% in 3 Months: Will the Rally Continue? | Forget ARKK: This Buffett-Style ETF Beat It Over 5 Years With Half the Volatility | Is Argan (AGX) Stock Outpacing Its Construction Peers This Year?,18.52,15.92,738499968.0,12229.63,8457.14,10.9,65.34,WATCHLIST
DLR,https://www.tradingview.com/chart/?symbol=DLR,"Digital Realty Trust, Inc.",Real Estate,189.22,67699912704,16.7,67.6,5.09,1.05,39.22,,,False,False,False,NO CLEAR ENTRY,False,69.71,POSITIVE,5,Is Iron Mountain Stock Underperforming the Nasdaq? | Baron Real Estate Fund Added Digital Realty Trust (DLR) Amid Improved Valuation | Digital Realty Trust Inc (DLR) Teams Up With ePlus. The Focus Is AI,50.2,66.08,3278001664.0,76.592,5.69,21.82,65.23,WATCHLIST
WRB,https://www.tradingview.com/chart/?symbol=WRB,W. R. Berkley Corporation,Financial Services,68.625,25547491328,4.0,26.0,0.14,3.93,54.71,66.64,69.83,True,False,False,NO CLEAR ENTRY,False,56.67,NEUTRAL,5,"Bill Berkley Took Warren Buffett’s Route to Building a Successful Insurer | Property & Casualty Insurance Stocks Q1 Teardown: W. R. Berkley (NYSE:WRB) Vs The Rest | SIGI Outperforms Industry, Trades Near 52-Week High: Time to Leave?",14.54,14.25,3222230528.0,31.76,20.16,12.64,65.18,WATCHLIST
ZBRA,https://www.tradingview.com/chart/?symbol=ZBRA,Zebra Technologies Corporation,Technology,241.435,11500367872,14.3,3.8,18.37,-6.46,43.62,234.41,253.71,True,False,False,NO CLEAR ENTRY,False,57.39,NEUTRAL,5,"TTM Technologies, Rogers, and Zebra Shares Are Soaring, What You Need To Know | Zebra Technologies (ZBRA) Stock After A 19% One‑Year Slide Is Value Emerging | Zebra (ZBRA) Down 12.2% Since Last Earnings Report: Can It Rebound?",29.16,11.66,559000000.0,82.104,11.78,7.49,65.14,WATCHLIST
PLTR,https://www.tradingview.com/chart/?symbol=PLTR,Palantir Technologies Inc.,Technology,131.2499,314646953984,84.7,325.0,-14.06,-2.05,49.16,139.03,160.17,False,False,False,NO CLEAR ENTRY,False,52.96,NEUTRAL,5,Palantir Is Down 26% in 2026 Despite a High-Conviction Upgrade. Is the Bottom Finally In? | Palantir Stock Gets an Upgrade on AI Adoption. Why Its Shares Are Underperforming. | Why This AI Data Center Stock Is Surging on an AMD Partnership,147.47,63.09,1752997120.0,2.477,32.59,43.67,65.14,WATCHLIST
LIN,https://www.tradingview.com/chart/?symbol=LIN,Linde plc,Basic Materials,516.88,238978072576,8.2,13.4,4.24,1.34,52.22,503.44,463.92,True,True,True,BULLISH TREND,False,53.64,NEUTRAL,5,"Linde's Annual Volume Growth Could Rise on Space Launch Market Growth, UBS Says | Oil’s 5.7% Weekly Drop Opens the Door for Jets, Materials, and Infrastructure ETFs | The Hidden Supply Chain Behind Every SpaceX Launch",34.3,26.22,4694499840.0,65.642,18.23,20.44,64.94,WATCHLIST
VRTX,https://www.tradingview.com/chart/?symbol=VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,451.83,114676899840,7.8,61.4,-3.06,0.32,58.86,437.02,438.74,True,True,False,BULLISH TREND,False,53.96,NEUTRAL,5,Vertex Pharmaceuticals CFO’s case for thinking like a portfolio manager | The Death Cross Is Lying: Why Wall Street Is Still Loading Up on Hershey and Vertex | Vertex Extends Pediatric Pipeline As Shares Trade Below Consensus Targets,26.81,21.04,2783225088.0,10.26,24.2,35.51,64.77,WATCHLIST
AON,https://www.tradingview.com/chart/?symbol=AON,Aon plc,Financial Services,330.8,70651248640,6.5,27.1,1.51,4.88,62.99,322.04,337.79,True,False,False,NO CLEAR ENTRY,False,57.01,NEUTRAL,5,Oracle CEO Says Token Billing Model Helps Firms Control AI Costs. What That Actually Means for ORCL Stock. | Aon Leadership Shifts Highlight Focus On Broking And Legacy Reinsurance | BRO Stock Declines 43.7% in a Year: What Should Investors Do Now?,18.16,15.46,3341625088.0,155.05,46.45,22.54,64.76,WATCHLIST
MO,https://www.tradingview.com/chart/?symbol=MO,"Altria Group, Inc.",Consumer Defensive,70.375,117518589952,5.3,106.3,7.54,-2.27,49.29,,,False,False,False,NO CLEAR ENTRY,False,54.75,NEUTRAL,5,"$10,000 in This Dividend Stock Pays You More Than You’d Expect | SCHD Now Concentrates 42 Percent of Your Money in Just 10 Stocks. Here Is Who Should Still Own It | The Zacks Analyst Blog Highlights Pfizer, Altria, Newmont, Koil Energy and Stratus Properties",14.69,11.98,8542875136.0,,,39.52,64.68,WATCHLIST
KIM,https://www.tradingview.com/chart/?symbol=KIM,Kimco Realty Corporation,Real Estate,25.115,16937298944,4.0,29.4,9.49,9.53,59.98,23.59,21.61,True,True,True,BULLISH TREND,False,62.61,POSITIVE,5,Kimco Realty (KIM) Could Be a Great Choice | Jim Cramer Calls Kimco Realty “Very Defensive” | Tanger (SKT) Surges 6.6%: Is This an Indication of Further Gains?,28.87,29.0,838712128.0,78.788,5.86,28.54,64.61,WATCHLIST
HIG,https://www.tradingview.com/chart/?symbol=HIG,"The Hartford Insurance Group, Inc.",Financial Services,131.4,36020789248,6.1,41.4,-2.02,-1.42,50.73,133.55,132.77,False,False,True,NO CLEAR ENTRY,False,56.8,NEUTRAL,5,The Hartford (HIG) Stock Valuation After Momentum Cools And Undervaluation Debate Grows | Is Hartford Insurance Stock Underperforming the Nasdaq? | 2 S&P 500 Stocks with Competitive Advantages and 1 Facing Challenges,9.24,9.29,5603250176.0,23.151,22.74,14.11,64.59,WATCHLIST
MSFT,https://www.tradingview.com/chart/?symbol=MSFT,Microsoft Corporation,Technology,391.805,2910386651136,18.3,23.4,-1.83,-4.09,40.28,411.58,451.31,False,False,False,NO CLEAR ENTRY,False,54.05,NEUTRAL,5,"SpaceX rockets past Amazon, eyes Microsoft in sprint toward $3 trillion | Microsoft debuts Surface Laptop and Surface Pro amid AI-driven memory shortage | Chip stocks surge, oil slides closer to $80 on US-Iran deal, Fox to acquire Roku",23.33,20.25,37011251200.0,30.271,34.01,39.34,64.52,WATCHLIST
ORCL,https://www.tradingview.com/chart/?symbol=ORCL,Oracle Corporation,Technology,188.42,541904601088,20.6,21.9,21.23,-3.68,48.34,185.8,204.68,True,False,False,NO CLEAR ENTRY,False,62.53,POSITIVE,5,Nvidia joins the AI funding wave as it plans a $20B bond sale: A closer look | AI Leader Arista Networks Poised To Hit New Buy Point Amid 'Supply Constraints' | Increasing Investor Concerns Dragged Oracle (ORCL) Lower,32.26,17.27,-20337874944.0,362.758,53.38,25.37,64.4,WATCHLIST
RJF,https://www.tradingview.com/chart/?symbol=RJF,"Raymond James Financial, Inc.",Financial Services,158.12,30814904320,13.1,15.3,10.35,1.64,59.65,151.72,158.29,True,False,False,NO CLEAR ENTRY,False,63.17,POSITIVE,5,"Top Raymond James tech bankers jumping to merchant bank Berenson, sources say | How Raymond James Financial's Stock Performance Compared to Other Financial Stocks? | How The Amerant Bancorp (AMTB) Story Is Shifting With New Leadership And Fair Value Assumptions",14.92,11.82,,48.477,17.29,14.58,64.35,WATCHLIST
BSX,https://www.tradingview.com/chart/?symbol=BSX,Boston Scientific Corporation,Healthcare,46.89,69695193088,11.6,100.0,-32.81,-12.44,11.36,55.92,82.1,False,False,False,NO CLEAR ENTRY,False,51.8,NEUTRAL,5,"If You’re Looking for the ‘Next Big Thing’ Before the OpenAI and Anthropic IPOs, Try This Barchart Stock Screener | Why Did ADBE, CHWY, BSX Slump To 52-Week Lows Last Week? | Truist Reiterates Buy Rating for Boston Scientific (BSX)",19.62,12.59,2807124992.0,42.25,14.66,17.29,64.24,WATCHLIST
PPG,https://www.tradingview.com/chart/?symbol=PPG,"PPG Industries, Inc.",Basic Materials,121.45,27071203328,6.7,4.2,18.17,14.66,72.15,109.52,106.55,True,True,True,WATCH - OVERBOUGHT,False,75.81,POSITIVE,5,Assessing PPG Industries (PPG) Valuation After Recent Share Price Momentum And Growth Strategy Progress | PPG Industries Highlights Aerospace Progress Leadership Changes And Valuation Context | LyondellBasell Stock: Is LYB Underperforming the Materials Sector?,17.4,14.01,729000000.0,93.736,20.75,9.83,64.16,WATCHLIST
PANW,https://www.tradingview.com/chart/?symbol=PANW,"Palo Alto Networks, Inc.",Technology,279.16,227515400192,31.1,,66.71,14.96,62.64,220.04,195.19,True,True,True,BULLISH TREND,False,52.49,NEUTRAL,5,Okta Rises 37% YTD: Is There More Room for the Stock to Jump? | Palo Alto Networks Tyson Foods AI Deal Expands Critical Infrastructure Opportunity | Jim Cramer Reveals Big Trend For Palo Alto’s (PANW) Shares,244.88,67.81,3579375104.0,7.698,4.83,7.95,64.15,WATCHLIST
PGR,https://www.tradingview.com/chart/?symbol=PGR,The Progressive Corporation,Financial Services,205.205,119737122816,8.7,9.8,0.29,4.23,57.73,199.45,209.07,True,False,False,NO CLEAR ENTRY,False,53.84,NEUTRAL,5,Inflation Is Heating Up Again. Here's What It Means for Auto Insurers Progressive and Allstate. | Automatic Data Processing And 2 Other Reliable Dividend Stocks To Consider | Progressive’s Florida Reforms Boost Earnings Quality And Test Long Term Edge,10.44,12.66,15501625344.0,26.174,37.9,12.93,64.11,WATCHLIST
MAR,https://www.tradingview.com/chart/?symbol=MAR,"Marriott International, Inc.",Consumer Cyclical,398.845,105170886656,12.6,1.7,24.17,13.16,60.11,367.8,316.86,True,True,True,BULLISH TREND,False,64.68,POSITIVE,5,"Verizon targets wireless customers with new simpler plans, drops some fees | Market Chatter: Marriott Bonvoy Loyalty Program Sparks Backlash From Hotel Owners Over Revenue Split | Hotel Owners Are Rebelling Against Marriott’s Loyalty Program",41.85,30.48,1796875008.0,,,35.97,64.02,WATCHLIST
JCI,https://www.tradingview.com/chart/?symbol=JCI,Johnson Controls International plc,Industrials,147.26,89845620736,8.2,38.9,12.13,3.21,58.53,,,False,False,False,NO CLEAR ENTRY,False,53.89,NEUTRAL,5,Can Modine Sustain Its Margin Gains Through Fiscal 2027? | Jim Cramer Discusses Johnson Controls As Some Data Center Peers Slump | A Look At Johnson Controls International (NYSE:JCI) Valuation After Recent Share Price Weakness,45.03,25.59,2870374912.0,70.317,13.45,14.45,64.01,WATCHLIST
CCL,https://www.tradingview.com/chart/?symbol=CCL,Carnival Corporation Ltd.,Consumer Cyclical,30.7418,42581684224,6.1,,25.12,22.74,67.82,26.85,28.16,True,True,False,BULLISH TREND,False,70.32,POSITIVE,5,"Carnival (CCL) Expected to Beat Earnings Estimates: What to Know Ahead of Q2 Release | Carnival and Sabre Shares Are Soaring, What You Need To Know | Stocks Rally as US-Iran Peace Deal Sinks Oil and Bond Yields",13.54,11.78,2174000128.0,203.901,27.85,11.48,63.98,WATCHLIST
NFLX,https://www.tradingview.com/chart/?symbol=NFLX,"Netflix, Inc.",Communication Services,78.7801,331727110144,16.2,86.4,-17.25,-9.39,13.88,90.45,98.99,False,False,False,NO CLEAR ENTRY,False,59.44,NEUTRAL,5,Netflix Is Reportedly Eyeing Lionsgate After Losing Roku Bid To Fox – A Look At Why The Fox Deal Might Have Appealed To Roku Board | 3 of the Best Growth Stocks to Buy for Less Than $100 Today | Lionsgate Stock Jumps On Netflix Takeover Talk,25.41,20.51,25993676800.0,53.788,48.49,28.52,63.91,WATCHLIST
MRVL,https://www.tradingview.com/chart/?symbol=MRVL,"Marvell Technology, Inc.",Technology,293.125,256817152000,27.6,-80.4,220.24,60.55,64.92,186.71,109.55,True,True,True,BULLISH TREND,False,57.04,NEUTRAL,5,Marvell Needs Lots of Growth to Achieve Huang’s $1 Trillion Call | MRVL Stock Inches Lower Premarket: Outgoing CFO Files To Sell $65M Shares | Intel gets a $170 billion AI reason to matter again,101.14,47.52,2269700096.0,28.97,16.03,28.99,63.76,WATCHLIST
ADP,https://www.tradingview.com/chart/?symbol=ADP,"Automatic Data Processing, Inc.",Technology,220.815,88267325440,7.0,10.5,6.4,6.78,54.61,211.3,240.26,True,False,False,NO CLEAR ENTRY,False,51.8,NEUTRAL,5,Attention Retirees: This 51-Year Dividend Aristocrat Is Secretly Riding a Multi-Billion Dollar Cash Wave | Acquisition & Transformation Strategies Aid ADP Amid High Costs | Intuit Stock's Real Growth Story Isn't The One You're Watching,20.62,18.11,4749387264.0,69.259,71.21,20.12,63.69,WATCHLIST
MCHP,https://www.tradingview.com/chart/?symbol=MCHP,Microchip Technology Incorporated,Technology,97.67,52944883712,35.1,,53.78,1.15,49.49,88.81,71.33,True,True,True,BULLISH TREND,False,62.2,POSITIVE,5,"3 Large-Cap Stocks Walking a Fine Line | Microchip Technology, Vishay Intertechnology, and Power Integrations Stocks Trade Up, What You Need To Know | Applied Materials Stock And The Tell Hiding In Its Margins",443.95,23.87,1139912448.0,87.715,3.4,4.88,63.68,WATCHLIST
MET,https://www.tradingview.com/chart/?symbol=MET,"MetLife, Inc.",Financial Services,87.88,56545222656,2.7,35.9,28.04,10.99,65.58,79.66,77.15,True,True,True,BULLISH TREND,False,58.27,NEUTRAL,5,MetLife (MET) Stock And The Valuation Puzzle After Strong Multi‑Year Gains | Financial Stocks Are Trying to Break Out. What They Need Now—and How to Invest. | MetLife Expands Settlement Offerings With New Flex Agreement And Valuation Upside,17.0,7.99,-17429749760.0,178.019,13.01,4.67,63.56,WATCHLIST
KLAC,https://www.tradingview.com/chart/?symbol=KLAC,KLA Corporation,Technology,244.825,319808831488,11.5,11.8,70.44,35.86,70.37,190.22,142.52,True,True,True,WATCH - OVERBOUGHT,False,58.05,NEUTRAL,5,"How Much Upside Can LRCX Stock's Growth Deliver? | After a 45% Rally, This Post-Split Stock May Be Sending a Warning Signal | Lam Research Expects Packaging Growth of 50%: Is It a Hidden Catalyst?",69.16,48.5,2890187008.0,105.4,94.98,35.66,63.34,WATCHLIST
RVTY,https://www.tradingview.com/chart/?symbol=RVTY,"Revvity, Inc.",Healthcare,102.045,11384117248,7.0,3.5,18.09,5.88,58.39,94.85,95.28,True,True,False,BULLISH TREND,False,58.88,NEUTRAL,5,2 Profitable Stocks with Impressive Fundamentals and 1 We Turn Down | Revvity (RVTY) Valuation Check After China Immunodiagnostics Exit Plan And Solid First Quarter Results | Why Is Revvity (RVTY) Up 2% Since Last Earnings Report?,49.06,17.53,508969248.0,46.642,3.23,8.26,63.31,WATCHLIST
